datazone,AreaName,12_14,13_15,14_16,15_17,16_18,17_19
S01009605,Balfarg,35.71,20,18.18,0,7.69,9.09
S01009604,Balfarg South,12,11.11,20.83,29.41,26.32,8.33
S01013009,Balfron and Drymen - 01,13.33,9.09,15.38,7.69,15.79,13.33
S01013010,Balfron and Drymen - 02,12.5,0,5.88,5.26,10,0
S01013011,Balfron and Drymen - 03,0,5.26,7.69,9.09,8.33,10
S01013012,Balfron and Drymen - 04,15.38,18.75,13.33,10.53,6.25,0
S01013013,Balfron and Drymen - 05,26.67,13.33,15.38,6.25,0,0
S01013014,Balfron and Drymen - 06,23.08,16.67,23.08,6.25,6.67,5.88
S01007834,Balgay - 01,19.35,13.79,11.76,31.58,40,37.14
S01007835,Balgay - 02,19.05,20,15.79,14.29,11.11,15
S01007836,Balgay - 03,30.77,27.27,16.67,15.38,18.18,5.56
S01007837,Balgay - 04,8.33,8.33,0,0,0,0
S01007838,Balgay - 05,0,0,0,3.45,2.7,4.17
S01009593,Balgeddie North,16.67,25,16.67,10,7.69,0
S01009591,Balgeddie South,5,5.88,6.25,6.25,0,0
S01006781,Balgownie and Donmouth East - 01,10,27.27,20,25,7.69,14.29
S01006782,Balgownie and Donmouth East - 02,0,4.17,4.17,4,0,0
S01006783,Balgownie and Donmouth East - 03,12.5,20,15,17.65,9.52,14.29
S01006784,Balgownie and Donmouth East - 04,0,0,0,0,0,0
S01006775,Balgownie and Donmouth West - 01,5.56,8.82,9.68,16,13.64,7.14
S01006776,Balgownie and Donmouth West - 02,13.33,6.67,16.67,16.67,16.67,11.11
S01006777,Balgownie and Donmouth West - 03,5,0,0,7.69,7.69,7.69
S01006778,Balgownie and Donmouth West - 04,0,0,8,20.83,24,19.05
S01006779,Balgownie and Donmouth West - 05,10.53,10,17.39,20,14.81,7.14
S01006780,Balgownie and Donmouth West - 06,19.05,20,11.11,10.53,4.76,5.26
S01008875,Balgreen and Roseburn - 01,4.88,3.57,12,9.52,9.52,7.14
S01008876,Balgreen and Roseburn - 02,0,0,0,0,0,0
S01008877,Balgreen and Roseburn - 03,0,0,0,0,0,0
S01008878,Balgreen and Roseburn - 04,13.04,7.69,9.09,5.56,5.26,3.85
S01008879,Balgreen and Roseburn - 05,9.52,3.7,7.69,6.38,6.98,6.06
S01008880,Balgreen and Roseburn - 06,0,9.52,11.76,15.38,0,0
S01009433,Ballingry Central,43.75,46.88,47.5,48.65,48.65,45.16
S01009432,Ballingry East,29.63,28.57,32.26,37.84,41.94,33.33
S01009434,Ballingry South,32,34.48,37.5,33.33,29.41,31.58
S01009435,Ballingry West,63.64,57.14,47.06,51.28,54.76,48.48
S01011782,Balloch East - 01,0,12.5,12.5,14.29,16.67,16.67
S01011783,Balloch East - 02,0,0,0,0,0,0
S01011784,Balloch East - 03,4.76,5.56,5,0,8,13.33
S01011785,Balloch East - 04,10.34,12,13.79,12,4.55,4.76
S01011777,Balloch West - 01,0,0,0,0,0,0
S01011778,Balloch West - 02,0,4.55,4.35,3.85,0,0
S01011779,Balloch West - 03,18.75,27.27,30,20,18.18,0
S01011780,Balloch West - 04,0,0,0,0,0,0
S01011781,Balloch West - 05,0,0,0,8.33,9.09,10
S01011798,Balmalloch - 01,17.65,12.5,14.29,10.53,12.5,11.11
S01011799,Balmalloch - 02,6.25,5.26,5,10,8.7,5.56
S01011800,Balmalloch - 03,7.69,0,0,8.33,20,30
S01011801,Balmalloch - 04,12.5,15,35,42.86,34.78,25
S01011802,Balmalloch - 05,19.23,26.32,18.18,11.11,5.88,13.16
S01011803,Balmalloch - 06,30.77,35.29,22.22,12.5,9.52,14.81
S01006952,Balmedie and Potterton - 01,9.09,11.11,12.5,8.7,7.14,3.7
S01006953,Balmedie and Potterton - 02,0,0,4.17,7.41,7.41,4.55
S01006954,Balmedie and Potterton - 03,8.7,4.76,0,0,7.41,3.23
S01006955,Balmedie and Potterton - 04,11.11,10.71,12.9,6.25,6.9,4
S01006956,Balmedie and Potterton - 05,1.89,4.76,4.35,2.38,0,0
S01006957,Balmedie and Potterton - 06,8.7,11.54,11.54,7.41,3.85,2.78
S01009744,Balmullo North,28.57,40,37.5,25,18.18,9.09
S01009745,Balmullo South,11.54,5,10,5.56,4.55,0
S01010194,Balornock - 01,16.67,20,18.75,28.57,16.67,14.29
S01010195,Balornock - 02,6.25,21.05,18.75,25,0,0
S01010196,Balornock - 03,13.33,27.27,35.71,33.33,33.33,18.18
S01010197,Balornock - 04,15.79,29.41,25,12.5,18.75,21.43
S01010198,Balornock - 05,13.04,17.39,16,19.35,17.39,20.83
S01006859,Banchory East - 01,0,4.76,5.56,4.55,0,0
S01006860,Banchory East - 02,7.14,6.67,6.25,4.76,0,0
S01006861,Banchory East - 03,14.29,9.52,5.88,5.26,9.09,0
S01006862,Banchory East - 04,8.33,0,0,3.7,3.57,6.06
S01006863,Banchory East - 05,26.09,22.73,15.79,0,0,4.17
S01006864,Banchory East - 06,7.69,5,4.76,0,0,3.33
S01006865,Banchory West - 01,7.69,4.17,9.52,13.04,8,8.7
S01006866,Banchory West - 02,0,0,0,0,0,0
S01006867,Banchory West - 03,0,12.5,22.22,18.18,11.11,10
S01006868,Banchory West - 04,15,10,8.33,3.57,0,3.85
S01006848,Banchory-Devenick and Findon - 01,4.44,3.12,1.49,0,0,1.52
S01006849,Banchory-Devenick and Findon - 02,3.26,3.77,3.31,3.33,2.48,3.92
S01006850,Banchory-Devenick and Findon - 03,10.53,8.89,14.89,12.5,21.05,21.21
S01006851,Banchory-Devenick and Findon - 04,28.57,15,17.65,6.25,7.14,0
S01006852,Banchory-Devenick and Findon - 05,0,0,4.76,5,4.35,0
S01007032,Banff - 01,17.39,9.52,15.79,17.39,25,24
S01007033,Banff - 02,19.05,42.31,40,42.11,22.73,31.03
S01007034,Banff - 03,30.77,25,12,5.26,4.55,9.09
S01007035,Banff - 04,42.42,39.39,30.56,30.23,33.33,36
S01007036,Banff - 05,16.67,20,18.75,27.27,27.27,28.57
S01012870,Bankhead South - 01,16.67,9.52,4.35,0,0,0
S01012871,Bankhead South - 02,25,28.57,29.17,13.64,16.67,13.04
S01012872,Bankhead South - 03,18.18,18.18,25,27.78,33.33,31.58
S01012873,Bankhead South - 04,19.23,21.74,11.54,15.62,13.79,17.39
S01009071,"Banknock, Haggs and Longcroft - 01",16.67,15.38,21.43,23.08,22.22,28.57
S01009072,"Banknock, Haggs and Longcroft - 02",12,5.26,6.67,0,0,0
S01009073,"Banknock, Haggs and Longcroft - 03",10.53,12,4.17,3.85,3.85,14.29
S01009074,"Banknock, Haggs and Longcroft - 04",31.82,31.82,26.92,15,12.5,30.43
S01009075,"Banknock, Haggs and Longcroft - 05",29.41,20,13.33,9.09,10,25
S01009076,"Banknock, Haggs and Longcroft - 06",11.76,10.71,10.71,8.57,10,7.41
S01013270,Bankton and Murieston - 01,9.09,0,0,0,0,0
S01013271,Bankton and Murieston - 02,9.09,10,9.09,9.09,0,0
S01013272,Bankton and Murieston - 03,0,0,0,5.26,5.56,5.88
S01013273,Bankton and Murieston - 04,11.11,13.33,16.67,0,0,5.56
S01013274,Bankton and Murieston - 05,5.26,10,16.67,15.79,21.05,26.67
S01013275,Bankton and Murieston - 06,14.29,20.83,11.11,11.11,0,0
S01013276,Bankton and Murieston - 07,18.18,23.53,11.76,15.38,8.33,14.29
S01013037,Bannockburn - 01,11.76,7.14,0,0,0,0
S01013038,Bannockburn - 02,28.57,27.59,25.64,26.32,18.75,16
S01013039,Bannockburn - 03,11.76,5.88,7.14,0,0,0
S01013040,Bannockburn - 04,0,0,9.09,16.67,12.5,11.11
S01013041,Bannockburn - 05,15,15.79,14.29,7.14,15.38,25
S01012557,Barassie - 01,0,0,0,0,0,0
S01012558,Barassie - 02,17.65,21.43,26.32,25,26.32,11.76
S01012559,Barassie - 03,42.86,34.48,25,13.04,19.05,28.57
S01012560,Barassie - 04,33.33,35.29,21.43,30.77,33.33,20
S01012561,Barassie - 05,8,10.34,8.33,8.7,11.76,11.76
S01012562,Barassie - 06,38.89,33.33,22.22,17.65,16.67,25
S01010123,Barlanark - 01,26.83,26.32,22.22,28.12,30,42.42
S01010124,Barlanark - 02,14.29,15.62,10.34,9.09,12.9,17.14
S01010125,Barlanark - 03,18.18,20,26.67,16.67,13.64,9.52
S01010126,Barlanark - 04,20,26.09,27.27,20.69,20.69,16
S01010127,Barlanark - 05,18.75,18.18,33.33,15.38,16.67,30.77
S01010128,Barlanark - 06,29.17,25,21.43,17.24,21.74,26.09
S01010129,Barlanark - 07,28.21,36.36,37.25,28.3,24,22.22
S01010130,Barlanark - 08,33.33,41.67,54.55,40,25,21.05
S01008041,Barloch - 01,0,0,10,10,8.33,0
S01008042,Barloch - 02,0,0,0,0,0,0
S01008043,Barloch - 03,4.35,0,0,0,0,0
S01008044,Barloch - 04,0,0,0,0,0,0
S01010199,Barmulloch - 01,20,23.53,15,16.67,9.09,6.25
S01010200,Barmulloch - 02,18.18,13.64,20,26.32,26.67,21.43
S01010201,Barmulloch - 03,26.09,21.74,13.79,13.04,14.29,26.32
S01010202,Barmulloch - 04,22.73,28.57,21.05,26.83,20.83,20.41
S01007768,Barnhill - 01,5.56,0,8.33,16.67,23.53,16.67
S01007769,Barnhill - 02,16.67,11.76,12.5,0,0,0
S01007770,Barnhill - 03,11.11,7.14,7.69,0,0,0
S01007771,Barnhill - 04,0,9.09,9.09,7.69,0,0
S01007772,Barnhill - 05,17.24,15.15,14.29,18.52,19.05,20
S01007773,Barnhill - 06,6.67,0,0,0,0,0
S01008944,"Barnton, Cammo and Cramond South - 01",0,0,0,10.53,10,9.52
S01008945,"Barnton, Cammo and Cramond South - 02",0,0,0,0,0,0
S01008946,"Barnton, Cammo and Cramond South - 03",0,6.67,5,4.17,0,0
S01008947,"Barnton, Cammo and Cramond South - 04",14.29,4.55,9.52,4,4.17,3.85
S01009014,Barra and South Uist - 01,4.35,6.25,12.5,7.69,6.67,0
S01009015,Barra and South Uist - 02,33.33,0,25,21.43,17.65,5.88
S01009016,Barra and South Uist - 03,25,16.67,14.29,14.29,11.11,0
S01009017,Barra and South Uist - 04,12.5,11.76,0,0,0,0
S01009018,Barra and South Uist - 05,20,20,15.79,15,10.53,14.29
S01006985,Barrahill - 01,16.13,6.9,6.67,0,5,5.26
S01006986,Barrahill - 02,3.45,2.86,2.56,3.45,3.85,4.35
S01006987,Barrahill - 03,0,11.11,13.04,16.67,20,17.65
S01006988,Barrahill - 04,10,4,0,0,0,0
S01006989,Barrahill - 05,3.57,3.23,6.06,6.67,3.57,3.45
S01006990,Barrahill - 06,4.35,2.78,5.13,5,5.56,3.57
S01013411,Bathgate East - 01,21.43,14.29,9.09,4.17,8.7,13.64
S01013412,Bathgate East - 02,14.81,28,37.5,41.38,35.71,28
S01013413,Bathgate East - 03,7.14,0,0,0,0,9.09
S01013414,Bathgate East - 04,19.35,17.24,14.29,21.74,26.67,30.77
S01013415,Bathgate East - 05,18.75,28.57,40.91,45,31.82,26.92
S01013416,Bathgate East - 06,34.78,33.33,5,5.26,19.05,29.41
S01013417,Bathgate East - 07,23.53,35,28,30.77,25.93,33.33
S01013418,Bathgate East - 08,13.64,28.57,31.25,29.41,20,20
S01013419,Bathgate East - 09,9.09,0,0,0,0,0
S01013420,Bathgate West - 01,18.75,13.33,6.25,0,7.69,8.33
S01013421,Bathgate West - 02,6.67,5.88,5.26,0,0,0
S01013422,Bathgate West - 03,27.27,4.76,5.26,13.64,14.29,16.67
S01013423,Bathgate West - 04,22.73,16,20,16.67,4.76,0
S01013424,Bathgate West - 05,37.5,33.33,0,0,0,0
S01013425,Bathgate West - 06,7.14,0,0,0,0,0
S01013426,Bathgate West - 07,17.65,22.73,20,25,21.43,33.33
S01013427,Bathgate West - 08,0,0,0,0,0,0
S01013428,Bathgate West - 09,35.29,37.93,41.18,29.41,26.47,28.57
S01013405,Bathgate and Boghall - 01,17.39,20.83,11.76,20,42.86,47.06
S01013406,Bathgate and Boghall - 02,20.83,10,20,30,30.43,30
S01013407,Bathgate and Boghall - 03,29.63,30.77,29.63,34.78,22.73,25
S01013408,Bathgate and Boghall - 04,25,12,13.04,18.52,28,33.33
S01013409,Bathgate and Boghall - 05,34.88,31.71,28.57,34.21,30.56,30
S01013410,Bathgate and Boghall - 06,35.71,39.29,39.39,29.03,34.48,32
S01013400,"Bathgate, Wester Inch and Inchcross - 01",21.43,11.54,29.17,40.74,48.39,35.48
S01013401,"Bathgate, Wester Inch and Inchcross - 02",4.41,5.36,5.7,6.85,6.81,6.47
S01013402,"Bathgate, Wester Inch and Inchcross - 03",3.51,6.25,5.97,2.82,0,0
S01013403,"Bathgate, Wester Inch and Inchcross - 04",9.76,7.5,10.26,9.09,7.69,8.11
S01013404,"Bathgate, Wester Inch and Inchcross - 05",19.05,17.39,15.38,19.23,23.81,23.81
S01009899,Battlefield - 01,14.81,10,8.33,6.9,8,3.45
S01009900,Battlefield - 02,6.98,2.33,5.56,3.12,3.45,2.5
S01009901,Battlefield - 03,10.26,5.71,5.26,2.94,2.7,2.13
S01009902,Battlefield - 04,0,3.7,16,16.67,13.04,0
S01009903,Battlefield - 05,8,1.96,0,2.38,3.03,3.13
S01009904,Battlefield - 06,8.7,4.17,0,0,0,0
S01007733,Baxter Park - 01,13.51,12.12,7.41,8.33,11.43,20
S01007734,Baxter Park - 02,25,7.14,0,0,0,0
S01007735,Baxter Park - 03,10.53,12.5,10,11.11,10.71,9.09
S01007736,Baxter Park - 04,17.86,17.86,4,12,15.15,18.52
S01009412,Beath South West,41.94,38.71,25.81,32.35,33.33,34.48
S01009410,Beath Woodend,42.86,36.84,29.73,29.63,23.33,24.24
S01009595,Beechwood,14.29,0,0,0,0,0
S01011352,Beith East and Rural - 01,23.53,30.77,50,30,11.11,0
S01011353,Beith East and Rural - 02,22.22,18.75,18.75,6.67,7.69,0
S01011354,Beith East and Rural - 03,15.38,14.29,15,22.73,14.29,16.67
S01011355,Beith East and Rural - 04,26.09,26.09,20,18.18,11.11,7.69
S01011356,Beith East and Rural - 05,13.33,14.29,11.54,0,4,4.17
S01011348,Beith West - 01,34.62,44.44,33.33,31.03,25,30
S01011349,Beith West - 02,18.18,20,13.64,19.05,5.88,9.52
S01011350,Beith West - 03,7.69,7.14,6.67,7.69,0,0
S01011351,Beith West - 04,56.52,44.44,29.17,28,25,21.74
S01007968,Bellfield and Kirkstyle - 01,17.39,21.74,13.33,16.13,14.71,20.83
S01007969,Bellfield and Kirkstyle - 02,33.33,34.78,22.58,17.86,8,19.05
S01007970,Bellfield and Kirkstyle - 03,26.83,30.77,23.68,21.88,18.75,21.74
S01007971,Bellfield and Kirkstyle - 04,11.11,23.33,19.23,14.29,12,17.24
S01007972,Bellfield and Kirkstyle - 05,12.5,14.81,17.86,26.92,17.39,15.38
S01011528,Bellshill Central - 01,23.68,23.08,25.81,22.86,23.33,23.08
S01011529,Bellshill Central - 02,40,31.58,25,26.32,48.15,60
S01011530,Bellshill Central - 03,21.21,24.24,33.33,34.62,33.33,20
S01011531,Bellshill Central - 04,0,0,0,4.17,3.57,8.7
S01011519,Bellshill South - 01,34.62,22.73,33.33,25,29.41,26.32
S01011520,Bellshill South - 02,36.84,36.36,33.33,39.13,30.43,28.57
S01011521,Bellshill South - 03,19.05,27.27,29.03,40,25.81,27.78
S01011522,Bellshill South - 04,44.44,38.1,41.18,22.22,23.53,23.53
S01011523,Bellshill South - 05,11.11,22.58,25.93,33.33,29.17,27.27
S01011524,Bellshill South - 06,12.5,12.5,9.09,12.5,14.29,14.29
S01013263,"Bellsquarry, Adambrae and Kirkton - 01",25,12.5,14.29,16.67,25,50
S01013264,"Bellsquarry, Adambrae and Kirkton - 02",28.57,25,16.67,10,0,0
S01013265,"Bellsquarry, Adambrae and Kirkton - 03",0,0,0,0,0,0
S01013266,"Bellsquarry, Adambrae and Kirkton - 04",33.33,14.29,0,0,0,0
S01013267,"Bellsquarry, Adambrae and Kirkton - 05",20,25,46.15,45.45,27.27,10
S01013268,"Bellsquarry, Adambrae and Kirkton - 06",20,21.43,16.67,22.22,13.04,13.04
S01013269,"Bellsquarry, Adambrae and Kirkton - 07",0,0,3.23,8,8.7,11.11
S01009325,Bellyeoman North and Townhill Landward,6.9,0,7.41,7.41,8.82,3.7
S01009320,Bellyeoman South,6.67,8.33,8.33,0,0,0
S01009303,Bellyeoman South West,13.64,9.52,16,14.29,16,14.29
S01012466,Belmont - 01,17.65,17.65,6.25,0,14.29,20
S01012467,Belmont - 02,11.76,14.29,5,5.88,6.25,7.14
S01012468,Belmont - 03,0,5.26,11.11,9.52,9.52,9.09
S01012469,Belmont - 04,0,0,0,0,0,0
S01012470,Belmont - 05,6.45,12.9,15.38,19.23,17.24,18.52
S01012471,Belmont - 06,5.56,7.69,0,0,0,0
S01012472,Belmont - 07,0,0,0,0,0,0
S01009019,Benbecula and North Uist - 01,5.26,5.56,7.14,16.67,16.67,12.5
S01009020,Benbecula and North Uist - 02,11.11,14.81,17.24,17.86,21.88,20.83
S01009021,Benbecula and North Uist - 03,36.36,16.67,18.18,21.43,23.08,7.14
S01009022,Benbecula and North Uist - 04,25,20,10,7.69,10,33.33
S01007301,Benderloch Trail - 01,25,13.64,20,10.71,7.14,3.57
S01007302,Benderloch Trail - 02,15.38,10,6.25,14.29,15.38,7.14
S01007303,Benderloch Trail - 03,7.69,0,0,0,0,5.56
S01007304,Benderloch Trail - 04,11.76,7.14,9.09,0,0,0
S01007305,Benderloch Trail - 05,0,0,9.09,9.09,7.69,7.69
S01007306,Benderloch Trail - 06,16.67,20,10.53,4.76,9.09,10.53
S01007307,Benderloch Trail - 07,15.38,15.38,0,0,0,0
S01009482,Bennochy Balfour,37.5,43.75,50,42.86,35,38.89
S01009483,Bennochy East,4.76,11.76,13.64,12,8,10.53
S01009481,Bennochy North,25.64,29.03,18.75,28.12,25.81,25.81
S01009485,Bennochy South West,27.27,35.14,28.95,30.56,22.58,25
S01009488,Bennochy West,15,10,4.76,12.5,16.67,21.74
S01009297,Beveridgewell East,14.29,16.67,14.29,0,0,0
S01009295,Beveridgewell West,16.67,16,8.7,4.35,0,0
S01009296,Beveridgewell Western and Parkneuk,0,0,0,0,0,0
S01012574,"Biggar, Symington, Thankerton and Dolphinton - 01",14.29,13.04,13.04,3.7,4.55,14.81
S01012575,"Biggar, Symington, Thankerton and Dolphinton - 02",10,5,5.56,0,0,0
S01012576,"Biggar, Symington, Thankerton and Dolphinton - 03",18.75,20,12.5,12.5,6.67,0
S01012577,"Biggar, Symington, Thankerton and Dolphinton - 04",9.09,11.76,7.14,5.56,5.56,11.54
S01012578,"Biggar, Symington, Thankerton and Dolphinton - 05",9.09,7.69,9.09,8.33,15.38,11.11
S01012579,"Biggar, Symington, Thankerton and Dolphinton - 06",22.22,22.73,10.53,15,21.43,26.67
S01012580,"Biggar, Symington, Thankerton and Dolphinton - 07",0,0,0,7.41,7.41,8.7
S01008712,"Bingham, Magdalene and The Christians - 01",21.05,25.64,33.33,39.53,35.71,30.3
S01008713,"Bingham, Magdalene and The Christians - 02",45.45,52.5,51.11,50.94,37.78,48.78
S01008714,"Bingham, Magdalene and The Christians - 03",38.46,33.33,18.52,30.43,29.63,45
S01008715,"Bingham, Magdalene and The Christians - 04",28.57,31.25,41.18,50,40,33.33
S01008716,"Bingham, Magdalene and The Christians - 05",21.43,27.27,38.46,25,17.65,0
S01012324,Birgham and Ladykirk Area,20,14.29,11.11,9.09,11.11,0
S01011546,Birkenshaw - 01,4.17,0,0,0,0,0
S01011547,Birkenshaw - 02,0,0,0,0,0,0
S01011548,Birkenshaw - 03,26.09,13.04,8,13.04,22.22,25
S01011549,Birkenshaw - 04,0,0,0,6.67,11.76,11.76
S01011550,Birkenshaw - 05,0,0,0,0,0,0
S01011551,Birkenshaw - 06,25,35.29,37.5,30.77,16.67,27.78
S01011552,Birkenshaw - 07,0,0,10,10,18.18,7.69
S01012995,"Birniehill, Kelvin and Whitehills East - 01",17.24,7.41,8,4.55,5.26,5.56
S01012996,"Birniehill, Kelvin and Whitehills East - 02",12,11.54,8,5,12,9.68
S01012997,"Birniehill, Kelvin and Whitehills East - 03",6.25,23.08,25,27.27,13.33,13.33
S01012998,"Birniehill, Kelvin and Whitehills East - 04",6.67,5.88,6.45,6.45,16.67,14.71
S01012999,"Birniehill, Kelvin and Whitehills East - 05",37.5,12.5,25,30,66.67,62.5
S01013000,"Birniehill, Kelvin and Whitehills East - 06",5.56,12.5,5.56,13.64,9.09,17.39
S01008087,Bishopbriggs North and Kenmure - 01,0,0,4.76,5,4.76,5.26
S01008088,Bishopbriggs North and Kenmure - 02,14.29,7.14,0,0,5,9.52
S01008089,Bishopbriggs North and Kenmure - 03,0,0,0,0,0,0
S01008090,Bishopbriggs North and Kenmure - 04,4.76,9.09,12.9,18.52,15.38,13.33
S01008091,Bishopbriggs North and Kenmure - 05,14.29,12.5,0,0,0,0
S01008092,Bishopbriggs North and Kenmure - 06,0,0,0,5.26,5.88,5.26
S01008093,Bishopbriggs North and Kenmure - 07,0,8.7,11.76,12.5,0,0
S01008094,Bishopbriggs West and Cadder - 01,0,0,4.55,7.41,6.25,3.57
S01008095,Bishopbriggs West and Cadder - 02,18.18,7.14,7.14,6.25,6.25,0
S01008096,Bishopbriggs West and Cadder - 03,8.33,7.69,0,0,0,0
S01008097,Bishopbriggs West and Cadder - 04,0,0,0,0,0,0
S01008098,Bishopbriggs West and Cadder - 05,6.67,18.75,30.77,22.22,8.33,0
S01008099,Bishopbriggs West and Cadder - 06,0,0,10,17.65,26.67,20
S01008100,Bishopbriggs West and Cadder - 07,15.38,12.5,0,0,0,0
S01008101,Bishopbriggs West and Cadder - 08,3.23,4.17,18.18,25,22.22,0
S01012211,Bishopton - 01,3.57,8.7,9.52,4.17,4,11.11
S01012212,Bishopton - 02,7.69,7.14,0,0,0,8.33
S01012213,Bishopton - 03,0,0,0,0,0,0
S01012214,Bishopton - 04,0,0,0,0,0,0
S01012215,Bishopton - 05,0,0,5,6.67,5.88,0
S01012216,Bishopton - 06,0,7.69,12.5,11.11,0,0
S01010727,Black Isle North - 01,5.88,0,0,0,0,0
S01010728,Black Isle North - 02,0,18.18,14.29,16.67,0,0
S01010729,Black Isle North - 03,0,11.11,5.88,7.14,0,0
S01010730,Black Isle North - 04,0,4.55,5.26,5,0,6.25
S01010731,Black Isle North - 05,14.29,28.57,30,20,5.88,5.88
S01010719,Black Isle South - 01,29.41,27.78,14.29,13.04,8.33,11.11
S01010720,Black Isle South - 02,30.77,20,4.35,11.11,3.85,8.33
S01010721,Black Isle South - 03,0,0,0,0,0,0
S01010722,Black Isle South - 04,9.09,10.53,8.7,4.76,11.54,7.41
S01010723,Black Isle South - 05,7.69,12.5,16.67,8.33,8.33,12.5
S01010724,Black Isle South - 06,8.7,10.71,3.7,5.26,5.56,5.56
S01010725,Black Isle South - 07,8.33,12.5,13.64,6.67,3.12,0
S01010726,Black Isle South - 08,23.53,6.67,13.33,7.14,13.33,20
S01006925,Blackburn - 01,0,0,0,12.5,11.11,25
S01013357,Blackburn - 01,15.38,20,28.57,20.69,20.83,18.52
S01006926,Blackburn - 02,0,0,0,3.7,3.7,3.85
S01013358,Blackburn - 02,31.58,35,30.43,32,18.18,19.05
S01006927,Blackburn - 03,4.76,2.86,2,0,0,0
S01013359,Blackburn - 03,46.67,41.67,41.67,51.85,46.43,54.17
S01006928,Blackburn - 04,6.67,2.94,2.7,2.86,3.23,3.45
S01013360,Blackburn - 04,33.33,40.91,36.84,34.78,33.33,43.75
S01013361,Blackburn - 05,40,34.78,20,6.25,18.75,17.65
S01013362,Blackburn - 06,31.82,45.45,45.83,35,23.53,21.43
S01013363,Blackburn - 07,29.63,25,21.05,36.84,41.67,48.39
S01009496,Blackcraigs and West Torbain,32.14,32.14,17.86,19.23,16,27.27
S01008587,"Blackford, West Mains and Mayfield Road - 01",3.33,3.85,0,0,0,0
S01008588,"Blackford, West Mains and Mayfield Road - 02",0,0,0,0,0,0
S01008589,"Blackford, West Mains and Mayfield Road - 03",0,0,0,0,0,0
S01008590,"Blackford, West Mains and Mayfield Road - 04",10,12,8.7,10.53,0,0
S01008591,"Blackford, West Mains and Mayfield Road - 05",5,5.26,4.76,0,0,0
S01008592,"Blackford, West Mains and Mayfield Road - 06",9.09,5.26,0,0,5,6.25
S01008593,"Blackford, West Mains and Mayfield Road - 07",0,0,0,0,0,0
S01008594,"Blackford, West Mains and Mayfield Road - 08",3.12,0,0,0,0,0
S01008892,Blackhall - 01,0,0,0,6.67,5.88,6.25
S01008893,Blackhall - 02,0,0,0,0,0,0
S01008894,Blackhall - 03,0,0,0,0,0,0
S01008895,Blackhall - 04,0,0,0,0,0,0
S01008896,Blackhall - 05,0,0,0,0,0,0
S01008897,Blackhall - 06,8.33,6.67,0,0,0,0
S01008898,Blackhall - 07,0,0,0,0,0,0
S01010179,Blackhill and Barmulloch East - 01,20.69,22.22,22.22,19.35,13.79,8
S01010180,Blackhill and Barmulloch East - 02,8.51,6.12,5.88,4.44,2.5,0
S01010181,Blackhill and Barmulloch East - 03,24,23.08,27.27,27.27,21.43,17.65
S01010182,Blackhill and Barmulloch East - 04,10.53,16.67,0,0,5.88,7.14
S01010183,Blackhill and Barmulloch East - 05,33.33,28.57,40,28.57,26.67,25
S01010184,Blackhill and Barmulloch East - 06,22.22,26.67,27.27,28.57,31.82,33.33
S01010185,Blackhill and Barmulloch East - 07,16.67,31.25,34.78,37.5,35.71,29.17
S01009258,"Blackness, Bo'ness - Carriden and Grahamsdyke - 01",0,6.25,5.88,5.88,0,0
S01009259,"Blackness, Bo'ness - Carriden and Grahamsdyke - 02",11.11,0,0,0,0,0
S01009260,"Blackness, Bo'ness - Carriden and Grahamsdyke - 03",13.64,8.7,8.7,5,7.69,19.23
S01009261,"Blackness, Bo'ness - Carriden and Grahamsdyke - 04",20.59,10.71,13.33,13.33,16.67,22.73
S01009262,"Blackness, Bo'ness - Carriden and Grahamsdyke - 05",17.24,12,9.68,13.79,17.86,30
S01009263,"Blackness, Bo'ness - Carriden and Grahamsdyke - 06",0,0,0,0,0,3.23
S01013429,"Blackridge, Westfield and Torphichen - 01",32,32.26,24.14,25,25.93,26.67
S01013430,"Blackridge, Westfield and Torphichen - 02",9.52,10,20.83,24,25,23.53
S01013431,"Blackridge, Westfield and Torphichen - 03",17.24,16.67,20.83,20,33.33,33.33
S01013432,"Blackridge, Westfield and Torphichen - 04",12.5,9.09,13.04,15.79,22.22,22.73
S01013433,"Blackridge, Westfield and Torphichen - 05",4.55,14.29,15.79,16.67,6.67,0
S01013364,Blaeberry Hill and East Whitburn - 01,26.09,16,12,8.7,10,8
S01013365,Blaeberry Hill and East Whitburn - 02,23.53,14.29,28,26.32,22.22,5.56
S01013366,Blaeberry Hill and East Whitburn - 03,7.41,16.67,18.52,18.52,14.29,6.25
S01013367,Blaeberry Hill and East Whitburn - 04,11.11,12.5,16.67,12.5,40,12.5
S01013368,Blaeberry Hill and East Whitburn - 05,16.67,23.53,29.41,20,18.75,26.67
